text
b'RT @deusestaqui: GIVEAWAY REDLINE FT \nFOLLOW ME + @caaaaleeee \nRT \nROLL AT 500 RTS https://t.co/tGGNkiIehK'
b'RT @Christy41970: Do you love cheesecake? Enter to #win a $25 eGift Card to the Cheesecake Factory! #giveaway US 6/16'
b'RT @CSGOEmpire: 24 hours left to enter this giveaway!\n25x AK-47 Neon Revolution to 25 winners!\n\nFollow &amp; RT to enter https://t.co/3vk1GasZi6'
b'RT @LoLGiveawaysx3: $100 RIOT POINTS GIVEAWAY! Click on the Link below to enter ^-^\n\nhttps://t.co/U4C4KPNe6G https://t.co/QHPk4h5GvP'
b'RT @LuckySkins: Karambit lore GIVEAWAY!\n\n\xf0\x9f\x94\xb8 Follow us\n\xf0\x9f\x94\xb9 Retweet\n\xf0\x9f\x94\xb8 Tag 1 Friend\n\nGoodluck! \xf0\x9f\x8d\x80\n\n#csgo #CSGOgiveaway https://t.co/VLNiMZQNRC'
"b'RT @evasyst: M4A4 [FT] Asiimov #CSGOGiveaway\n-Tag Your Friends\n-Turn Notifications On\n-RT, And Follow @evasyst \nClick Here: https://t.co/lP\xe2\x80\xa6'"
b'RT @CSGOEmpire: 24 hours left to enter this giveaway!\n25x AK-47 Neon Revolution to 25 winners!\n\nFollow &amp; RT to enter https://t.co/3vk1GasZi6'
b'RT @MinxxEU: @WatchGamesTV HELP A BROTHER OUT!! DOING MY OWN GIVEAWAY AFTER GETTING THIS OFF TURBO TRADES!! https://t.co/ISxvfCFbN4 https:/\xe2\x80\xa6'
b'RT @CSGOEmpire: 24 hours left to enter this giveaway!\n25x AK-47 Neon Revolution to 25 winners!\n\nFollow &amp; RT to enter https://t.co/3vk1GasZi6'
b'RT @CSGOEmpire: 24 hours left to enter this giveaway!\n25x AK-47 Neon Revolution to 25 winners!\n\nFollow &amp; RT to enter https://t.co/3vk1GasZi6'
b'RT @RegalMovies: FOLLOW us &amp; RT for a chance to win this @DisneyPirates movie prize pack! Get tickets and showtimes: https://t.co/9TGqLiab2\xe2\x80\xa6'
"b'RT @FeLo: Giving away this @ScufGaming controller, all you have to do is RT and follow! Giveaway ends 4/30! https://t.co/q0JeLoG7wR'"
b'RT @CSGOEmpire: 24 hours left to enter this giveaway!\n25x AK-47 Neon Revolution to 25 winners!\n\nFollow &amp; RT to enter https://t.co/3vk1GasZi6'
"b'Wow! GOT a chance to WIN ""InnoBeta LED Color Changing Mood Light"" FOR FREE or 50% OFF($13.1 ONLY!!!) on https://t.co/UO4ORdpjjR #giveaway'"
b'RT @opencsgocom: \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 HYPER BEAST GIVEAWAY! (5/23/17)\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n\xe2\x98\x91\xef\xb8\x8fFOLLOW @opencsgocom\n\xe2\x98\x91\xef\xb8\x8fRT\n\xe2\x98\x91\xef\xb8\x8fTag 2 Friends\n\xe2\x98\x91\xef\xb8\x8f #OpencsgoForce in BIO\n\xe2\x98\x91\xef\xb8\x8fGO&gt; https://t\xe2\x80\xa6'
